,Unique Values,Count
1636,"Relief, Ramesses I Chapel, West wall",1
2132,"Relief, Ramesses I, Ahmose-Nefertari",1
447,"Relief, Ramesses I, Chapel",3
4886,"Relief, Ramesses IX",1
4708,"Relief, Royal Ship",1
4890,"Relief, Senwosret I",1
3304,"Relief, Senwosret I, Nubian",1
3722,"Relief, Senwosret I, offering bearers",1
3648,"Relief, Snefru , heb-sed",1
3704,"Relief, Son of Re, name of Amenemhat I",1
4834,"Relief, Temple wall, Mentuhotep II",1
1780,"Relief, Thutmose III",1
2225,"Relief, Tomb Chapel, Raemkai",1
2233,"Relief, Tomb Chapel, Raemkai, false door",1
2235,"Relief, Tomb Chapel, Raemkai, fishing, cooking, beer-making",1
2224,"Relief, Tomb Chapel, Raemkai, offering bearers",1
2234,"Relief, Tomb Chapel, Raemkai, offering bearers, butchers, clapnet, birds",1
2237,"Relief, Tomb Chapel, Raemkai, offering bearers, statute, slaughtering cattle",1
506,"Relief, Tomb of Bakenrenef",3
5139,"Relief, Tomb of Bakenrenef, area of false door",1
785,"Relief, Tomb of Dagi",2
3131,"Relief, Tomb of Heri , woman, Mesu",1
2203,"Relief, Tomb of Khety",1
131,"Relief, Tomb of Neferu",10
9,"Relief, Tomb of Nespekashuty",178
2974,"Relief, Tomb of Nespekashuty , drawing",1
77,"Relief, Tomb of Nespekashuty, drawing",16
4333,"Relief, Tomb of Nespekashuty, drawing, herdsman",1
4335,"Relief, Tomb of Nespekashuty, head, offerings",1
4326,"Relief, Tomb of Nespekashuty, offering bearers",1
82,"Relief, Tomb of Nespekashuty, sunk relief",15
40,"Relief, Tomb of Nespekashuty, wall casing",32
1618,"Relief, acacia tree shading water jars, Neferu",1
3125,"Relief, attendant",1
2929,"Relief, attendant's hand holding necklace, Neferu",1
1023,"Relief, attendants before offering table, Neferu",2
2949,"Relief, attendants, Neferu",1
3138,"Relief, ball-playing ceremony before a goddess, maybe Hathor",1
4092,"Relief, battle scene",1
3684,"Relief, billy goat",1
3074,"Relief, birds in cage",1
2709,"Relief, birds in papyrus",1
3313,"Relief, birds, papyrus",1
3693,"Relief, chapel of Kaemsenu, Iretnub, Kaemsenu , Werdjedptah niches",1
1190,"Relief, chapel, Sehetepibre",1
3700,"Relief, cobra, royal head",1
2609,"Relief, column, falcon, Horus",1
2984,"Relief, depiction of an elaborate doorway, Tomb of Neferu",1
3032,"Relief, female and male attendants, Neferu",1
2920,"Relief, female attendant with sunshade, Neferu",1
2945,"Relief, female attendants and oxen, Neferu",1
741,"Relief, female attendants, Neferu",2
3954,"Relief, female deity's head, probably Isis",1
3685,"Relief, female personification of an estate",1
4043,"Relief, figure of a goddess, pr-nbw",1
3619,"Relief, filling wine in jars",1
4875,"Relief, fishing scene",1
2922,"Relief, foot of oxen, Neferu",1
2952,"Relief, foot of oxen, Tomb of Neferu",1
2708,"Relief, fragment",1
2710,"Relief, fragment
Relief, fragment",1
2077,"Relief, fragment, winnowing",1
983,"Relief, fragments from a row of vultures, Neferu",2
862,"Relief, funerary chapel, Sehetepibre",2
4212,"Relief, garment, pleating",1
906,"Relief, goddess",2
2926,"Relief, handle of a mirror, Neferu",1
4321,"Relief, head",1
3509,"Relief, head of Nubian",1
3195,"Relief, head of a Nubian",1
3688,"Relief, head of a goddess",1
4216,"Relief, head of official",1
4654,"Relief, hieroglyphic label ""Lord of Cats' Town""",1
1267,"Relief, hieroglyphics",1
4318,"Relief, horses",1
3176,"Relief, inscription, Thutmose I",1
3686,"Relief, king Khufu's cattle",1
4208,"Relief, king's torso, queen's hand",1
4889,"Relief, kneeling woman, Senenmut",1
3911,"Relief, lintel, Amenemhat I",1
3574,"Relief, mastaba of Rehuerdjersen",1
1620,"Relief, men carrying chests, Neferu, linen",1
294,"Relief, mortuary complex, Senwosret I",5
1670,"Relief, oarsmen",1
4947,"Relief, offering bearers",1
3647,"Relief, offering niche",1
4336,"Relief, owl",1
2930,"Relief, part of a sun shade and a necklace, Neferu",1
2983,"Relief, part of female attendant, Neferu",1
2970,"Relief, part of richly adorned female figure, Tomb of Neferu",1
775,"Relief, part of scene with king and queen, Neferu",2
2729,"Relief, part of scene with king and queen, Neferu, graffito, graffiti",1
2977,"Relief, parts of female attendants, Neferu",1
3025,"Relief, parts of male attendants, Neferu",1
1623,"Relief, perfume press, Neferu",1
2038,"Relief, prisoners' heads",1
2553,"Relief, rituals and sacred emblems, Neferu",1
4166,"Relief, royal head, Thutmose III",1
3682,"Relief, running troops",1
5162,"Relief, seated Osiris-Anedjty",1
3683,"Relief, ship under sail",1
4283,"Relief, slaughter, bull",1
1971,"Relief, slaughtering and attendants moving left, Neferu",1
4268,"Relief, sleeping man. talatat",1
1953,"Relief, stables, ships",1
744,"Relief, temple of Amenemhat I",2
4837,"Relief, temple, Ramesses II",1
4266,"Relief, three Libyan heads",1
1266,"Relief, three gods",1
2319,"Relief, tip of a sunshade, Neferu",1
2415,"Relief, tomb chapel, Raemkai,  offering bearers, statue, slaughtering cattle",1
2228,"Relief, tomb chapel, Raemkai, dancers, cattle, antelope, birds, estates, harvest",1
2760,"Relief, tomb chapel, Raemkai, offerings, estates, agriculture, hunt, clapnet",1
252,"Relief, tomb of Khety",6
2716,"Relief, tomb of Khety, Mentuhotep II",1
2753,"Relief, tomb of Khety, hunt",1
2754,"Relief, tomb of Khety, monkey, baboon",1
13,"Relief, tomb of Meketre",99
3324,"Relief, tomb of Meketre, bovine",1
655,"Relief, tomb of Mereri",2
4036,"Relief, tomb of Neferu",1
3720,"Relief, tomb of Sebeknakht",1
1616,"Relief, two sacred emblems, Neferu",1
1906,"Relief, two sided",1
3687,"Relief, two young dogs",1
4919,"Relief, wall, Apries",1
3744,"Relief, water fowl",1
3026,"Relief, woman carrying sun shade, Neferu",1
1344,"Relief, woman smelling water lily",1
2675,Retouched Blade,1
4374,"Right arm, Aten cartouches",1
1982,"Right chest and shoulder, Aten cartouches",1
1989,"Right chest of queen, collar, Aten cartouches",1
2141,Right elbow,1
1767,"Right forearm, bent, garment",1
2131,"Right hand of the king, border, orientation",1
4375,"Right hand, Aten cartouches",1
4255,"Right shoulder area, garment, pleating, cartouche",1
1763,Right toe,1
4371,"Right upper arm , Aten cartouches",1
75,Ring,16
1873,Ring bezel,1
1872,"Ring bezel, Ptahhotep",1
4491,"Ring bezel, rosette",1
379,Ring fragment,4
4487,"Ring fragment, Sitamun",1
4492,"Ring fragment, Taweret",1
378,"Ring fragment, Tiy",4
213,"Ring fragment, ankh",7
318,"Ring fragment, floral",5
953,"Ring fragment, frog in the round",2
220,"Ring fragment, maat",7
418,Ring weight,4
4137,Ring with Akhenaten and Nefertiti as the deities Shu and Tefnut,1
1735,"Ring, Amenhotep II",1
1155,"Ring, Amenhotep III cartouche",2
368,"Ring, Amenhotep III prenomen",4
181,"Ring, Amenhotep III, Nebmaatre",8
4494,"Ring, Amenhotep III, Nebmaatre,",1
475,"Ring, Amenhotep III, ruler of Thebes",3
4815,"Ring, Harpokrates or Dionysus",1
4913,"Ring, Osiris and Isis terminals",1
4809,"Ring, Osiris, Isis",1
3334,"Ring, Plaque, Thutmose III, Hatshepsut",1
5168,"Ring, Ramesses VI",1
4131,"Ring, Ruiu, scarab",1
2834,"Ring, Ruiu, scarab, hieroglyphs",1
2819,"Ring, Ruiu, scarab, standing sphinx, cobra, uraeus",1
782,"Ring, Serapis",2
4265,"Ring, Seti I",1
2080,"Ring, Seti II",1
4640,"Ring, Sienamun",1
1846,"Ring, Thutmose III",1
4970,"Ring, Thutmose III, mouse amulet",1
4552,"Ring, Tiye, king's wife",1
5093,"Ring, Tutankhamun",1
4914,"Ring, cameo, Medusa",1
3454,"Ring, cast, plain bezel",1
1052,"Ring, cowroid",2
3244,"Ring, cowroid, Hatnefer",1
4963,"Ring, design amulet, feline head",1
3534,"Ring, empty bezel",1
827,"Ring, finger",2
4490,"Ring, floral",1
3069,"Ring, human head scarab, Auserre Apophis I, scroll border, hieroglyphs",1
3156,"Ring, intaglio, Harpokrates",1
4586,"Ring, intaglio, helmeted head",1
3526,"Ring, intaglio, ibis",1
4951,"Ring, intaglio, magical",1
4493,"Ring, nefer maat",1
452,"Ring, sacred eye",3
122,"Ring, scarab",11
3390,"Ring, scarab, ""Nakht justified""",1
3614,"Ring, scarab, Ameny, private name and title, official, scrolls",1
3060,"Ring, scarab, Hatshepsut Maatkare",1
4964,"Ring, scarab, Hatshepsut, God's Wife",1
4965,"Ring, scarab, Hatshepsut, Thutmose III",1
941,"Ring, scarab, Neferkhawet",2
3279,"Ring, scarab, Overseer Im",1
1558,"Ring, scarab, Ptah",1
504,"Ring, scarab, Ramesses II",3
3287,"Ring, scarab, Sealer Khensu",1
5302,"Ring, scarab, burial 10",1
1536,"Ring, scarab, geometric design",1
1534,"Ring, scarab, geometric pattern",1
1535,"Ring, scarab, pseudo hieroglyphs",1
5255,"Ring, scarab, scroll pattern",1
5341,"Ring, scarab, swivel",1
2570,"Ring, scarab, uninscribed",1
274,"Ring, signet",5
4489,"Ring, silver hoop, broken",1
746,"Ring, snake",2
4808,"Ring, snake terminals",1
4818,"Ring, snake's head terminal",1
4816,"Ring, snake's head terminals",1
357,"Ring, wedjat eye",4
3446,"Rocker model, Hatshepsut",1
5213,"Rocker, model",1
217,Rod,7
4090,Roller,1
420,Rope,4
566,"Rope Jar sling, Ipy",3
4284,Rope attachment,1
2786,Rosette,1
4869,"Rosette, inlaid, KV 42, Senetnay",1
999,Rosettes,2
2707,Round bottomed jar,1
33,Roundel,38
3880,Roundel and band,1
3841,Roundel fragment,1
4207,"Royal female body with garment, pleating, female",1
156,"Rubbing stone, tool, Senenmut",9
3897,Sandal,1
487,Sandals,3
4314,"Sandals, Yuya & Tjuyu",1
5315,"Sandals, leather",1
3913,"Sandals, leather, Amenhotep",1
4744,"Sarcophagus, Djedhor",1
4836,"Sarcophagus, Harkhebit",1
3770,"Sarcophagus, Henhenet",1
1669,"Sarcophagus, Mindjedef",1
1638,"Sarcophagus, Wennefer",1
5151,"Sarcophagus, Wereshnefer",1
451,"Sash or band, pleated, queen Neferu",3
2706,Saucer,1
5271,"Saw blade, model, tool, Senenmut",1
3434,"Saw, carpenter, Hatshepsut",1
5272,"Saw, model, tool, Senenmut",1
3,Scarab,395
2165,"Scarab  fragment, hieroglyphs",1
2637,"Scarab cap , base plate cover, scrolls, official private name",1
1257,Scarab with remains of ring wire,1
3602,"Scarab with two fecundity figures, hieroglyphs, nefer, ankh, Hapi, Nile God",1
1102,"Scarab, ""May Ra Give"", hieroglyphs, Re, rdi ra formula",2
3288,"Scarab, ""May Ra Give"", hieroglyphs, rdi ra",1
2744,"Scarab, ""May Re Give"", rdi re",1
4542,"Scarab, 3 spirals",1
4197,"Scarab, Aakheperenre",1
652,"Scarab, Aakheperkare",2
1350,"Scarab, Aakhepherkare",1
1119,"Scarab, Ahmose",2
1728,"Scarab, Ahmose, King's principal wife, Thutmose I",1
1807,"Scarab, Ahmose, Nebpehtire",1
1018,"Scarab, Ahmose, Nebpehtyre",2
1806,"Scarab, Ahmose, Nebpehtyre,",1
992,"Scarab, Ahmose-Nefertari",2
372,"Scarab, Ahmose-Nefertari, God's Wife",4
1185,"Scarab, Ahmose-Nefertari, king's principal wife",1
2912,"Scarab, Ahmose-Nefertari, king's wife",1
1755,"Scarab, Ahmose-Nefertari, principal queen",1
843,"Scarab, Akhenaten",2
758,"Scarab, Amenemhat",2
301,"Scarab, Amenemhat III",5
3379,"Scarab, Amenhotep",1
182,"Scarab, Amenhotep I",8
1214,"Scarab, Amenhotep I , Amun-Re hotep, Amunrehotep",1
329,"Scarab, Amenhotep I, Djeserkare",5
1040,"Scarab, Amenhotep I, Djeserkare, sphinx",2
1200,"Scarab, Amenhotep I, Djeserkare, vulture",1
1733,"Scarab, Amenhotep II, Aakheperure beloved of Amun, lion",1
783,"Scarab, Amenhotep III",2
4520,"Scarab, Amenhotep III, Nebmaatre",1
4544,"Scarab, Amenhotep III, Nebmaatre, Amun",1
3380,"Scarab, Amenhotep, Red Crowns",1
5231,"Scarab, Amenhotep, ring, swivel",1
1480,"Scarab, Amun",1
5075,"Scarab, Amun, Mut, Ptah, Horus, Thoth",1
820,"Scarab, Amun-Re",2
1915,"Scarab, Amun-Re, Neith symbol",1
4500,"Scarab, Ankh sign",1
1973,"Scarab, Aya , hieroglyphs, epithet, royal name",1
2010,"Scarab, Baal, was scepter, Maat figure",1
696,"Scarab, Canaanite goddess, 'Hathor'",2
1919,"Scarab, Hapi, obelisk, Hs vase, nb, menkheperre, Thutmose III, mn-xpr-ra",1
2828,"Scarab, Harmin, Min",1
2275,"Scarab, Hathor",1
1739,"Scarab, Hathor emblem",1
3265,"Scarab, Hathor emblem, sistrum, nfr, wadj papyrus, spirals",1
3242,"Scarab, Hatnefer",1
3235,"Scarab, Hatshepsut, Hatnefer",1
1731,"Scarab, Hatshepsut, Maatkare",1
4934,"Scarab, Hatshepsut, Maatkare, God's Wife",1
4521,"Scarab, Horus falcon, uraeus",1
1317,"Scarab, Ini, ""Great Royal Wife""",1
2766,"Scarab, Intef, king's son, hieroglyphs, royal title, prince",1
1302,"Scarab, Khaneferre Sebekhotep IV",1
4082,"Scarab, Khaneferre Sebekhotep IV, Kemi",1
4178,"Scarab, Khayan",1
2749,"Scarab, Kheperka, official, private name and titles, scroll border",1
1941,"Scarab, Khonsu, push-me-pull-you animals, lion, sun disk, Re, Shu, Tefnut",1
1148,"Scarab, King Sheshi",2
1312,"Scarab, King's son Nehesy",1
2432,"Scarab, King, Ptah",1
4132,"Scarab, Kneeling man",1
3107,"Scarab, Lady of the House Nebetwadjyt, private name and title",1
3126,"Scarab, Lion-headed sphinx",1
4501,"Scarab, Maat feather",1
2740,"Scarab, Maat, hieroglyphs, nb",1
874,"Scarab, Maatkare",2
3003,"Scarab, Maatkare, Amun, simple back",1
2988,"Scarab, Maatkare, ostrich feathers, winged disk, neb-basket",1
1917,"Scarab, Menkheperre, Maatkare, Men",1
4383,"Scarab, Menkheperre, Thutmose III",1
3092,"Scarab, Merneferre Aya, cartouche, hieroglyphs, royal title",1
3206,"Scarab, Merneferre Aya, good god, cartouche",1
1789,"Scarab, Merytamun",1
1305,"Scarab, Min",1
2723,"Scarab, Minhotep, scroll border, vizier, private name and titles, official",1
5203,"Scarab, Nebkheperure",1
1136,"Scarab, Nebmaatre, Amenhotep III",2
4543,"Scarab, Nebmaatre, Amenhotep III beloved of Amun",1
1696,"Scarab, Nebrasahwy",1
3381,"Scarab, Nefertari",1
910,"Scarab, Neferure",2
4174,"Scarab, Prince Intef",1
1817,"Scarab, Princess Merytnub",1
2580,"Scarab, Princess Redenptah, scroll border, royal titles, lotus flowers",1
797,"Scarab, Private Name",2
5085,"Scarab, Ptah",1
5254,"Scarab, Qenamun",1
4175,"Scarab, Queen Ahhotep",1
4898,"Scarab, Queen Ahmose Nefertari",1
4078,"Scarab, Queen Inni, royal title, cartouche",1
1790,"Scarab, Queen Merytamun",1
1156,"Scarab, Queen Nebuhetepti",2
1303,"Scarab, Queen Sitsebek",1
5201,"Scarab, Queen Tiye",1
772,"Scarab, Ramesses",2
38,"Scarab, Ramesses II",34
5059,"Scarab, Ramesses II, Ptah",1
5065,"Scarab, Ramesses II, smiting",1
2008,"Scarab, Ramesses IV, royal name",1
4339,"Scarab, Ramesses VII",1
3110,"Scarab, Re, hieroglyphs, rdi ra",1
2831,"Scarab, Ruiu",1
2830,"Scarab, Ruiu, Horus, crocodile",1
2832,"Scarab, Ruiu, protective hieroglyphs",1
5108,"Scarab, Ruiu, scroll, nefer",1
5270,"Scarab, Sacred Boat, Thutmose III",1
5251,"Scarab, Sacred Goose of Amun, Thutmose IV",1
4012,"Scarab, Satsobek, scrolls, nefer",1
3393,"Scarab, Scribe Djehutymose",1
1315,"Scarab, Sebek",1
5149,"Scarab, Sebekemsaf",1
607,"Scarab, Sebekhotep III",3
4172,"Scarab, Sebekhotep III, hieroglyphs",1
1147,"Scarab, Sebekhotep IV, hieroglyphs",2
1565,"Scarab, Sebekhotep V, genealogical royal name scarab, Nubhotepti",1
4076,"Scarab, Sebekhotep, royal name King's son, formula",1
1307,"Scarab, Sebeknakht, private name and title",1
1299,"Scarab, Sedjefakare, Amenemhat VII",1
2763,"Scarab, Sehetepibre, Amenemhat  I",1
2765,"Scarab, Sehetepibre, Amenemhat I",1
2996,"Scarab, Senpu, Min, private name and title",1
1540,"Scarab, Set",1
2021,"Scarab, Seth -Baal, lion, deity",1
2745,"Scarab, Seth -Baal, uraeus, sun disk",1
2108,"Scarab, Sethnakht, royal name",1
4317,"Scarab, Seti I, hieroglyphs, royal titles, epithet, Ptah",1
5082,"Scarab, Seti II In His Chariot",1
4877,"Scarab, Setting, giraffe",1
4966,"Scarab, Setting, winged scarab",1
4079,"Scarab, Sewadjenre, Nebirierau I , royal, hieroglyphs",1
4176,"Scarab, Sewadjenre, Nebirierau I, royal, hieroglyphs",1
3276,"Scarab, Sithathoryunet",1
3271,"Scarab, Sithathoryunet, Amenemhat III",1
2785,"Scarab, Sobek crocodile, fish",1
2746,"Scarab, Sobek, uraeus, neb",1
1256,"Scarab, Steward Senebtifi",1
1918,"Scarab, Thoth, baboon, obelisk, Amun",1
176,"Scarab, Thutmose I, Aakheperkare",8
2791,"Scarab, Thutmose I, Aakheperkare, falcon",1
2994,"Scarab, Thutmose I, Aakheperkare, falcon, prisoners",1
1729,"Scarab, Thutmose I, Aakheperkare, good god",1
1730,"Scarab, Thutmose I, Aakheperkare, neferrenput",1
2995,"Scarab, Thutmose I, Aakheperkare, winged disk",1
1734,"Scarab, Thutmose I, Horus Name",1
5111,"Scarab, Thutmose I, Rennefer",1
2826,"Scarab, Thutmose I, appearing like Re, kha-mi-Re",1
1732,"Scarab, Thutmose I, bull",1
1782,"Scarab, Thutmose II",1
574,"Scarab, Thutmose II, Aakheperenre",3
1783,"Scarab, Thutmose II, Aakheperenre, falcon, collar",1
263,"Scarab, Thutmose III",6
4504,"Scarab, Thutmose III, Menkheperre",1
1847,"Scarab, Thutmose III, commemorative, obelisks",1
2739,"Scarab, Thutmose III, menkheperre, hes vase, uraei, sun disk, cartouche, nub",1
935,"Scarab, Thutmose IV",2
4198,"Scarab, Tilapia Fish",1
1072,"Scarab, Wah",2
1352,"Scarab, Wahibre",1
3386,"Scarab, Wedjat Eye, Nefer",1
1258,"Scarab, Wire ring",1
1791,"Scarab, Wy. queen",1
3205,"Scarab, animal, antelope, uraeus",1
3112,"Scarab, animal, lion, uraeus",1
4540,"Scarab, ankh",1
2748,"Scarab, ankh, nefer, nb, hieroglyphs, scrolls",1
3404,"Scarab, antelope",1
3556,"Scarab, antelope, uraei",1
1252,"Scarab, baboon, falcon",1
3227,"Scarab, bee, djed, ankh",1
2777,"Scarab, beetle, papyrus, sun disk, neb, hieroglyphs",1
1532,"Scarab, bird",1
3230,"Scarab, blessing, wish, hieroglyphs, Amun-Re",1
3581,"Scarab, bolti fish, lotus",1
4093,"Scarab, bracelet, Wah",1
3263,"Scarab, bracelet, beads, Wah",1
5130,"Scarab, charioteer, prostrate man, Ramesses IV",1
282,"Scarab, circles",5
3224,"Scarab, circles, lotus flowers",1
4133,"Scarab, cobras, ruler emblems",1
3506,"Scarab, coils, scrolls",1
3504,"Scarab, coils, twist",1
5031,"Scarab, commemorative, lion hunt",1
5252,"Scarab, commemorative, marriage, Amenhotep III, Queen Tiye",1
2573,"Scarab, convoluted coils, rope border",1
2726,"Scarab, convoluted coils, scrolls wadj, nefer, lotus flower",1
1916,"Scarab, crocodile, cobra, Wadjet, sun disk, heb, papyrus, crown, Sobek",1
2842,"Scarab, djed pillar, cobras",1
2560,"Scarab, donkey, nefer, sma",1
5307,"Scarab, double",1
1107,"Scarab, falcon",2
3207,"Scarab, falcon wearing Double Crown, nefer, branch, nb",1
3394,"Scarab, falcon, uraeus",1
3606,"Scarab, falcon-headed figure, Horus, uraei, lotus stalk",1
2022,"Scarab, fish, hieroglyph, harpoon",1
3113,"Scarab, floral, lotus, petals",1
3106,"Scarab, fragment, Neferhotep",1
3018,"Scarab, from mummy,  with loop at top",1
2735,"Scarab, geometric",1
3268,"Scarab, geometric motif, lotus flowers",1
2550,"Scarab, geometric motif, oval, nefer hieroglyphs",1
347,"Scarab, geometric, cross, linear",4
2733,"Scarab, geometric, linear",1
3055,"Scarab, geometric, raster, cross-hatching",1
585,"Scarab, griffin",3
2412,"Scarab, heart",1
4664,"Scarab, heart, human head",1
3410,"Scarab, hedgehog",1
2838,"Scarab, hes, ankhs, Rennefer",1
3064,"Scarab, hieroglpyhs, djed, ankh",1
667,"Scarab, hieroglyphs",2
3111,"Scarab, hieroglyphs, Re, rdi ra formula, Re gives",1
